original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
Percy Jackson: Sea of Monsters,2013,"Adventure, Family, Fantasy",106,USA,English,58.0,199.850315,42.0
End of Watch,2012,"Action, Crime, Drama",109,USA,"English, Spanish",76.0,55.078146000000004,85.0
Resident Evil: Retribution,2012,"Action, Horror, Sci-Fi",95,"Germany, Canada, USA, France, UK","English, American Sign Language",54.0,240.15925499999997,29.0
Tim and Eric's Billion Dollar Movie,2012,Comedy,93,USA,English,54.0,0.22357999999999997,36.0
Blade Runner 2049,2017,"Action, Drama, Mystery",164,"USA, UK, Hungary, Canada, Spain","English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish",80.0,259.239658,88.0
To Rome with Love,2012,"Comedy, Music, Romance",112,"USA, Italy, Spain","English, Italian",63.0,73.24488099999999,46.0
Dirty Grandpa,2016,Comedy,102,"USA, UK",English,59.0,94.073028,11.0
Turbo,2013,"Animation, Adventure, Comedy",96,USA,English,64.0,282.570682,66.0
Deepwater Horizon,2016,"Action, Drama, History",107,"Hong Kong, China, USA",English,71.0,121.790373,83.0
Safety Not Guaranteed,2012,"Comedy, Drama, Romance",86,USA,English,70.0,4.4246989999999995,91.0
Low Down,2014,"Biography, Drama, Music",114,USA,English,61.0,0.054051,50.0
The Sessions,2012,"Biography, Comedy, Drama",95,USA,English,72.0,10.656155,91.0
The Samaritan,2012,"Action, Crime, Drama",90,Canada,English,56.0,0.015220000000000001,26.0
Crooked House,2017,"Crime, Drama, Mystery",115,"UK, USA",English,63.0,3.682156,57.0
The East,2013,"Adventure, Drama, Thriller",116,"UK, USA","English, American Sign Language",68.0,2.891812,76.0
Won't Back Down,2012,Drama,121,USA,English,64.0,5.378228,35.0
The Amazing Spider-Man 2,2014,"Action, Adventure, Sci-Fi",142,USA,English,66.0,708.982323,51.0
The Judge,2014,"Crime, Drama",141,USA,English,74.0,84.419388,48.0
Liberal Arts,2012,"Comedy, Drama, Romance",97,USA,English,67.0,1.150681,71.0
Hello Herman,2012,Drama,90,USA,English,58.0,0.008437,20.0
Sparkle,2012,"Drama, Music",116,USA,English,57.0,24.6378,56.0
The Knot,2012,"Comedy, Romance",92,UK,English,45.0,0.051593999999999994,0.0
X-Men: Days of Future Past,2014,"Action, Adventure, Sci-Fi",132,"USA, UK, Canada","English, Vietnamese, French",80.0,746.0457,90.0
The Darkness,2016,"Horror, Thriller",92,USA,English,44.0,10.898292999999999,3.0
The Edge of Seventeen,2016,"Comedy, Drama",104,"USA, China",English,73.0,19.37002,94.0
Maggie,2015,"Drama, Horror",95,"USA, Switzerland",English,56.0,1.663165,60.0
The Human Centipede III (Final Sequence),2015,"Comedy, Crime, Horror",102,USA,English,27.0,0.016184,17.0
How I Live Now,2013,"Romance, Sci-Fi, Thriller",101,"UK, Canada",English,65.0,0.925762,66.0
Spotlight,2015,"Biography, Crime, Drama",129,USA,English,81.0,98.69025400000001,97.0
Parker,2013,"Action, Crime, Thriller",118,USA,English,62.0,46.922566,41.0
Flight,2012,"Drama, Thriller",138,"USA, United Arab Emirates",English,73.0,161.772375,78.0
Nobody Walks,2012,Drama,83,USA,"English, Italian",53.0,0.025341999999999996,41.0
The Dinosaur Project,2012,"Action, Adventure, Drama",83,UK,English,46.0,2.412576,29.0
The Call,2013,"Crime, Drama, Horror",96,USA,English,67.0,68.572631,44.0
Vehicle 19,2013,"Action, Thriller",85,USA,English,49.0,1.4734450000000001,23.0
Magic Mike,2012,"Comedy, Drama",110,USA,English,61.0,167.73936799999998,79.0
California Solo,2012,Drama,94,USA,English,63.0,0.015432999999999999,68.0
Bachelorette,2012,"Comedy, Romance",87,USA,English,53.0,12.128575,56.0
Pompeii,2014,"Action, Adventure, Drama",105,"Canada, Germany, USA, UK",English,55.0,117.83163099999999,28.0
Pusher,2012,"Crime, Thriller",89,UK,"English, Serbo-Croatian",55.0,0.197857,48.0
Phantom,2013,"Drama, History, Thriller",98,USA,English,59.0,1.197759,25.0
Sinister,2012,"Horror, Mystery, Thriller",110,"USA, UK, Canada",English,68.0,82.515113,63.0
Trance,2013,"Crime, Drama, Mystery",101,"UK, USA, France","English, French",69.0,24.261569,68.0
Let's Be Cops,2014,"Action, Comedy, Crime",104,USA,"English, Spanish",64.0,138.224951,18.0
Heaven Is for Real,2014,"Biography, Drama, Family",99,USA,English,58.0,101.888019,51.0
The Big Wedding,2013,"Comedy, Drama, Romance",89,USA,"English, Spanish, Chinese, Latin",56.0,46.522137,7.0
Seven Psychopaths,2012,"Comedy, Crime",110,"UK, USA","English, Vietnamese",72.0,32.226382,83.0
Delhi Belly,2011,"Action, Comedy, Crime",103,India,"English, Hindi",76.0,16.706074,88.0
Blind,2017,"Drama, Romance",98,USA,English,58.0,0.09828,19.0
Overdrive,2017,"Action, Thriller",93,"France, Belgium, USA","English, French",54.0,9.650552000000001,29.0
Miss Peregrine's Home for Peculiar Children,2016,"Adventure, Drama, Family",127,"USA, UK, Belgium, Canada",English,67.0,296.482446,64.0
Amityville: The Awakening,2017,"Horror, Thriller",85,USA,English,48.0,8.481997,30.0
Least Among Saints,2012,"Crime, Drama",107,USA,English,65.0,0.028026000000000002,36.0
Carrie,2013,"Drama, Horror",100,"USA, Canada",English,59.0,84.790678,50.0
About Cherry,2012,Drama,98,USA,English,48.0,0.008315,14.0
In Our Nature,2012,Drama,103,USA,English,57.0,0.006543,47.0
UglyDolls,2019,"Animation, Adventure, Comedy",87,"China, Canada, USA, Thailand",English,50.0,32.450241,27.0
The Look of Love,2013,"Biography, Comedy, Drama",101,UK,English,60.0,1.318468,54.0
The Hangover Part III,2013,"Comedy, Crime, Romance",100,USA,"English, Spanish",58.0,362.000072,20.0
The Hunger Games: Catching Fire,2013,"Action, Adventure, Mystery",146,USA,English,75.0,865.0117459999999,90.0
The Hunger Games: Mockingjay - Part 1,2014,"Action, Adventure, Sci-Fi",123,"USA, Canada, France",English,66.0,755.356711,69.0
The Hunger Games: Mockingjay - Part 2,2015,"Action, Adventure, Sci-Fi",137,"USA, Germany, Canada, France",English,65.0,658.3441369999999,69.0
Crooked Arrows,2012,"Drama, Sport",105,USA,English,59.0,1.8325410000000002,41.0
Sex Tape,2014,"Comedy, Romance",94,USA,"English, Ukrainian",51.0,126.069509,16.0
Noah,2014,"Action, Adventure, Drama",138,USA,English,57.0,359.200044,76.0
The Hitman's Bodyguard,2017,"Action, Comedy, Crime",118,"USA, Hong Kong, Bulgaria, Netherlands, Canada, UK, France","English, Russian, French, Japanese, Italian, Dutch, Spanish",69.0,176.600207,43.0
American Assassin,2017,"Action, Thriller",111,USA,"English, Spanish, Arabic, Polish, Turkish, Russian, Italian, Persian",62.0,67.23418799999999,34.0
Tomorrowland,2015,"Action, Adventure, Family",130,"USA, Spain, France, Canada, UK","English, French, Japanese",64.0,209.035668,50.0
Father Figures,2017,"Comedy, Drama",113,USA,English,55.0,25.601244,17.0
Autómata,2014,"Action, Drama, Sci-Fi",109,"Spain, Bulgaria",English,61.0,6.23799,29.0
Compliance,2012,"Crime, Drama, Thriller",90,USA,English,64.0,0.5921160000000001,89.0
Dangerous Ishhq,2012,"Fantasy, Mystery, Romance",130,India,Hindi,39.0,0.007298000000000001,20.0
General Education,2012,Comedy,94,USA,English,45.0,0.008601000000000001,0.0
A Most Wanted Man,2014,"Crime, Drama, Thriller",122,"UK, USA, Germany","English, Turkish, Arabic",68.0,36.233517,87.0
The Neon Demon,2016,"Horror, Thriller",117,"USA, Belgium, Denmark, France",English,62.0,3.3774299999999995,59.0
Rules Don't Apply,2016,"Comedy, Drama, Romance",127,USA,English,57.0,3.885342,54.0
The Two Faces of January,2014,"Romance, Thriller",96,"UK, France, USA","English, Greek, Turkish",62.0,13.551950999999999,80.0
Victor Frankenstein,2015,"Drama, Horror, Sci-Fi",110,"UK, Canada, USA",English,60.0,34.227298000000005,26.0
Rush,2013,"Action, Biography, Drama",123,"UK, Germany, USA","English, German, Italian, French, Spanish",81.0,96.98300900000001,88.0
Toy Story 4,2019,"Animation, Adventure, Comedy",100,USA,English,78.0,1073.394593,97.0
The Good Dinosaur,2015,"Animation, Adventure, Comedy",93,USA,English,67.0,332.207671,76.0
Pain & Gain,2013,"Action, Comedy, Crime",129,USA,English,64.0,87.305549,50.0
Thor: The Dark World,2013,"Action, Adventure, Fantasy",112,USA,English,69.0,644.78314,66.0
Geostorm,2017,"Action, Sci-Fi, Thriller",109,USA,"English, Cantonese, Russian, Hindi, Spanish",53.0,221.60016000000002,17.0
Pitch Perfect,2012,"Comedy, Music, Romance",112,USA,English,72.0,115.350426,80.0
Austenland,2013,"Comedy, Romance",97,"UK, USA",English,63.0,2.3135090000000003,31.0
Cloudy with a Chance of Meatballs 2,2013,"Animation, Adventure, Comedy",95,USA,"English, Chinese",64.0,274.325949,70.0
Tio Papi,2013,"Comedy, Drama, Family",87,USA,English,60.0,0.021315999999999998,29.0
Exists,2014,"Action, Adventure, Horror",81,USA,English,52.0,0.413767,33.0
Red Hook Summer,2012,Drama,121,USA,English,50.0,0.338803,58.0
Brake,2012,Thriller,92,USA,English,61.0,0.102819,44.0
Robot & Frank,2012,"Comedy, Crime, Drama",89,USA,English,71.0,4.806423000000001,86.0
Chernobyl Diaries,2012,"Horror, Mystery, Thriller",86,USA,"English, Ukrainian, Russian",50.0,38.39002,19.0
Tower Block,2012,Thriller,90,UK,English,59.0,0.094423,47.0
Battlefield America,2012,"Drama, Musical",106,USA,English,27.0,0.252805,8.0
Fat Kid Rules the World,2012,"Comedy, Drama",98,USA,English,65.0,0.040999999999999995,84.0
Our Kind of Traitor,2016,"Crime, Drama, Thriller",108,"UK, France, USA","English, Russian, French",62.0,10.711027,72.0
"For a Good Time, Call...",2012,Comedy,85,USA,English,60.0,1.386088,57.0
Woman Thou Art Loosed: On the 7th Day,2012,Drama,101,USA,English,50.0,1.213128,20.0
Hell Fest,2018,"Horror, Thriller",89,USA,English,55.0,18.159691000000002,40.0
Machete Kills,2013,"Action, Crime, Thriller",107,"USA, Russia","English, Spanish",56.0,17.49682,29.0
Neighbors,2014,Comedy,97,USA,English,63.0,270.66513399999997,73.0
War Dogs,2016,"Biography, Comedy, Crime",114,"USA, Cambodia, Romania","English, Arabic, Albanian, Romanian",71.0,86.234523,61.0
Backwards,2012,"Romance, Sport",89,USA,English,56.0,0.061465000000000006,28.0
The Frozen Ground,2013,"Crime, Drama, Thriller",105,USA,"English, French",64.0,5.6174599999999995,61.0
The 33,2015,"Biography, Drama, History",127,"Chile, Colombia, Spain, USA","English, Spanish",69.0,27.972023,48.0
Computer Chess,2013,Comedy,92,USA,English,63.0,0.12785200000000002,88.0
No Good Deed,2014,"Action, Crime, Drama",84,USA,English,56.0,54.323209999999996,12.0
Keep the Lights On,2012,"Drama, Romance",101,USA,"English, Danish",64.0,0.388331,89.0
Scenic Route,2013,"Drama, Thriller",82,USA,English,65.0,0.0034340000000000004,67.0
Guardians of the Galaxy,2014,"Action, Adventure, Comedy",121,USA,English,80.0,772.791156,91.0
Man of Tai Chi,2013,"Action, Drama",105,"USA, China, Hong Kong","Cantonese, English, Mandarin",61.0,5.464885000000001,70.0
The Smurfs 2,2013,"Animation, Adventure, Comedy",105,"USA, France, Canada, Belgium","English, French",53.0,347.54535999999996,14.0
All Is Lost,2013,"Action, Adventure, Drama",106,USA,English,69.0,13.627519000000001,94.0
Our House,2018,"Drama, Horror, Mystery",90,"Canada, Germany, USA",English,53.0,0.024038999999999998,62.0
Diary of a Wimpy Kid: Dog Days,2012,"Comedy, Family",94,"USA, Canada",English,63.0,77.229695,52.0
Mama,2013,"Horror, Thriller",100,"Canada, Spain",English,62.0,146.42818,64.0
Identity Thief,2013,"Comedy, Crime, Drama",111,USA,"English, Spanish",57.0,173.96501,19.0
Non-Stop,2014,"Action, Mystery, Thriller",106,"UK, France, USA, Canada","English, German",69.0,222.8096,62.0
12 Years a Slave,2013,"Biography, Drama, History",134,"USA, UK",English,81.0,187.733202,95.0
The Finest Hours,2016,"Action, Drama, History",117,USA,English,68.0,52.099090000000004,63.0
Blue Caprice,2013,"Biography, Crime, Drama",93,USA,English,60.0,0.093995,83.0
USS Indianapolis: Men of Courage,2016,"Action, Drama, History",128,USA,"English, Japanese",52.0,2.158568,17.0
Laggies,2014,"Comedy, Drama, Romance",99,USA,English,64.0,2.379154,65.0
The Last Exorcism Part II,2013,"Horror, Thriller",88,"France, USA",English,40.0,25.051865,15.0
Starlet,2012,Drama,103,"USA, UK",English,68.0,0.14622200000000002,89.0
Flatliners,2017,"Drama, Horror, Mystery",109,"USA, Canada",English,52.0,45.158254,4.0
The Gambler,2014,"Crime, Drama, Thriller",111,USA,English,60.0,39.280992,43.0
The Pact,2012,"Horror, Mystery, Thriller",89,USA,English,57.0,5.664403999999999,66.0
Thunderstruck,2012,"Comedy, Family, Fantasy",94,USA,English,51.0,0.587211,27.0
Inside Llewyn Davis,2013,"Comedy, Drama, Music",104,"USA, UK, France",English,75.0,32.960249,92.0
Kite,2014,"Action, Crime, Thriller",90,"USA, Mexico",English,44.0,0.50718,0.0
The Happy Sad,2013,"Drama, Romance",87,USA,English,52.0,0.008395,71.0
Europa Report,2013,"Drama, Mystery, Sci-Fi",97,USA,"English, Russian, Chinese",64.0,0.125687,81.0
Home Run,2013,"Drama, Sport",113,USA,English,59.0,2.86102,50.0
Side Effects,2013,"Crime, Drama, Mystery",106,USA,"English, French",71.0,63.414135,82.0
The English Teacher,2013,"Comedy, Drama",93,USA,English,58.0,0.320013,41.0
Point Break,2015,"Action, Adventure, Crime",114,"China, Germany, USA, Austria, Italy, Canada","English, French, Spanish",53.0,133.718711,11.0
13 Sins,2014,"Horror, Thriller",93,USA,English,63.0,0.826913,65.0
Postman Pat: The Movie,2014,"Animation, Comedy, Family",88,"UK, USA, India, United Arab Emirates, Philippines, Jordan",English,46.0,7.102455000000001,43.0
Song to Song,2017,"Drama, Music, Romance",129,USA,English,57.0,1.8134530000000002,44.0
Hello I Must Be Going,2012,"Comedy, Drama, Romance",95,USA,English,62.0,0.354939,75.0
Smashed,2012,Drama,81,USA,English,68.0,0.49972500000000003,83.0
The Longest Week,2014,"Comedy, Drama, Romance",86,USA,"English, French, German",54.0,0.04646,10.0
Rocketman,2019,"Biography, Drama, Music",121,"UK, USA, Canada",English,73.0,195.179299,89.0
Any Day Now,2012,Drama,98,USA,English,75.0,0.261747,79.0
The Happy House,2013,"Comedy, Horror",81,USA,English,44.0,0.0023109999999999997,60.0
Sleepless,2017,"Action, Crime, Thriller",95,USA,English,56.0,32.917353000000006,25.0
Holy Motors,2012,"Drama, Fantasy",115,"France, Germany","French, English, Chinese",71.0,1.9541250000000001,92.0
Steve Jobs,2015,"Biography, Drama",122,"UK, USA",English,72.0,34.441873,85.0
Barfi!,2012,"Comedy, Drama, Romance",151,India,Hindi,81.0,4.490133999999999,86.0
The Best Man Holiday,2013,"Comedy, Drama",123,USA,English,67.0,72.83570999999999,71.0
Trouble with the Curve,2012,"Drama, Sport",111,USA,English,68.0,48.963137,51.0
The Imitation Game,2014,"Biography, Drama, Thriller",114,"UK, USA","English, German",80.0,233.555708,89.0
Upstream Color,2013,"Drama, Sci-Fi",96,USA,English,67.0,0.587174,86.0
Black Butterfly,2017,"Crime, Mystery, Thriller",93,"Spain, USA, Italy",English,62.0,0.391431,40.0
Bad Johnson,2014,"Comedy, Fantasy, Romance",88,USA,English,45.0,0.02765,28.0
Elvis & Nixon,2016,"Comedy, History",86,USA,English,64.0,1.798432,77.0
Fort Bliss,2014,"Drama, War",116,"Turkey, USA",English,64.0,0.669247,75.0
Hours,2013,"Drama, Thriller",97,USA,English,64.0,0.8019830000000001,61.0
Assassin's Creed,2016,"Action, Adventure, Sci-Fi",115,"USA, France, UK, Hong Kong, Taiwan, Malta","English, Spanish, Arabic",57.0,240.697856,18.0
Dumb and Dumber To,2014,Comedy,109,USA,"English, Cantonese",56.0,169.83701000000002,30.0
Inside Out,2015,"Animation, Adventure, Comedy",95,USA,English,81.0,858.0713499999999,98.0
Dead Man Down,2013,"Action, Crime, Drama",118,USA,"English, French, Albanian, Spanish, Hungarian",65.0,18.074538999999998,40.0
In the Blood,2014,"Action, Crime, Thriller",108,"UK, Puerto Rico, USA",English,57.0,0.5948599999999999,37.0
Tammy,2014,"Comedy, Romance",97,USA,English,49.0,100.375432,24.0
V/H/S,2012,"Horror, Sci-Fi, Thriller",116,USA,English,58.0,1.9442869999999999,57.0
Gayby,2012,"Comedy, Drama, Romance",85,USA,English,60.0,0.014062,90.0
Paranormal Activity 4,2012,"Horror, Mystery, Thriller",88,USA,"English, Ukrainian",46.0,142.802657,23.0
Transformers: Age of Extinction,2014,"Action, Adventure, Sci-Fi",165,"USA, China, Hong Kong",English,56.0,1104.0540720000001,18.0
Absolutely Fabulous: The Movie,2016,"Comedy, Crime",91,"UK, USA","English, French",54.0,39.219108999999996,58.0
Chennai Express,2013,"Action, Comedy",141,India,"Hindi, Tamil, English, Marathi",60.0,10.234653,50.0
The Comedy,2012,"Comedy, Drama",95,USA,English,64.0,0.041113,47.0
The Inevitable Defeat of Mister & Pete,2013,Drama,108,USA,English,75.0,0.5063030000000001,86.0
Elsa & Fred,2014,"Comedy, Drama, Romance",93,"USA, Canada, Mexico, Puerto Rico",English,65.0,0.761923,32.0
Hacksaw Ridge,2016,"Biography, Drama, History",139,"Australia, USA","English, Japanese",81.0,180.450918,84.0
The House with a Clock in Its Walls,2018,"Comedy, Family, Fantasy",105,"USA, Canada, India",English,60.0,131.45714700000002,66.0
Pixels,2015,"Action, Comedy, Fantasy",105,"USA, China, Canada","English, Hindi, Japanese",55.0,244.874809,17.0
28 Hotel Rooms,2012,"Drama, Romance",82,USA,English,58.0,0.131208,47.0
Final Girl,2015,"Horror, Thriller",84,"Canada, USA",English,47.0,0.033411,31.0
Beasts of the Southern Wild,2012,"Adventure, Drama, Fantasy",93,USA,English,73.0,21.107746,87.0
San Andreas,2015,"Action, Adventure, Drama",114,USA,English,61.0,473.99083199999995,50.0
Second Act,2018,"Comedy, Drama, Romance",103,USA,"English, Mandarin",58.0,72.294066,44.0
The Bling Ring,2013,"Biography, Crime, Drama",90,"USA, UK, France, Germany, Japan",English,56.0,20.045576,59.0
Long Shot,2019,"Comedy, Romance",125,"USA, Canada, Colombia","English, Swedish, French, Vietnamese, Russian, Hebrew",68.0,53.87380900000001,81.0
Saving Mr. Banks,2013,"Biography, Comedy, Drama",125,"USA, UK, Australia",English,75.0,117.867984,79.0
The Accountant,2016,"Action, Crime, Drama",128,USA,"English, Indonesian, French",73.0,155.160045,52.0
Two Night Stand,2014,"Comedy, Romance",86,USA,English,64.0,0.49233200000000005,38.0
God Help the Girl,2014,"Drama, Music, Romance",112,UK,English,64.0,0.423306,67.0
I Still See You,2018,"Fantasy, Horror, Sci-Fi",98,USA,English,58.0,1.6206369999999999,8.0
Getaway,2013,"Action, Crime, Thriller",90,"USA, Bulgaria",English,44.0,11.806432,3.0
Cocktail,2012,"Comedy, Drama, Romance",146,"UK, India",Hindi,63.0,2.7246949999999996,60.0
Good Kids,2016,"Comedy, Drama",86,USA,"English, French, Japanese",61.0,0.023627000000000002,33.0
Horrible Bosses 2,2014,"Comedy, Crime",108,USA,English,63.0,107.64535699999999,34.0
St. Vincent,2014,"Comedy, Drama",102,USA,"English, Spanish",72.0,54.837234,77.0
Student of the Year,2012,"Comedy, Drama, Romance",146,India,Hindi,53.0,1.337281,50.0
Metallica Through the Never,2013,Music,93,USA,English,72.0,7.975812,79.0
Blood Ransom,2014,"Fantasy, Romance, Thriller",101,"USA, Philippines",English,47.0,0.22038799999999997,20.0
Jab Tak Hai Jaan,2012,"Drama, Romance",198,India,Hindi,67.0,6.7979579999999995,89.0
The Monuments Men,2014,"Comedy, Drama, History",118,"USA, Germany","English, German, Russian, French, Flemish, Dutch",61.0,156.706638,30.0
Yeh Jawaani Hai Deewani,2013,"Drama, Musical, Romance",160,India,"Hindi, English, French",71.0,6.189998,57.0
Barbara,2012,Drama,105,Germany,German,71.0,6.889185,94.0
The Kings of Summer,2013,"Adventure, Comedy, Drama",95,USA,"English, Spanish",71.0,1.501595,76.0
Into the Woods,2014,"Adventure, Comedy, Drama",125,USA,English,59.0,212.902372,71.0
English Vinglish,2012,"Comedy, Drama, Family",134,India,"Hindi, Tamil",78.0,3.064818,80.0
Premature,2014,"Comedy, Fantasy",93,USA,"English, French",58.0,0.415863,48.0
Earth to Echo,2014,"Adventure, Family, Sci-Fi",91,USA,English,58.0,45.681062,50.0
The Purge,2013,"Horror, Thriller",85,"USA, France",English,57.0,89.328627,40.0
Five Dances,2013,"Drama, Music, Romance",83,USA,English,71.0,0.005788,58.0
Stage Fright,2014,"Comedy, Horror, Musical",89,Canada,English,52.0,0.007077999999999999,37.0
Grown Ups 2,2013,Comedy,101,USA,"English, Spanish",54.0,246.984278,8.0
The Counselor,2013,"Crime, Drama, Thriller",117,"UK, USA","English, Spanish, Dutch",53.0,71.009334,33.0
About Time,2013,"Comedy, Drama, Fantasy",123,UK,English,78.0,87.100449,68.0
Prince Avalanche,2013,"Comedy, Drama",94,USA,"English, German",63.0,0.44231299999999996,82.0
Fatima,2020,Drama,113,"Portugal, USA",English,63.0,0.12827,62.0
Run All Night,2015,"Action, Crime, Drama",114,USA,English,66.0,71.561644,59.0
A Teacher,2013,"Drama, Romance",75,USA,English,48.0,0.008348,34.0
The Other Woman,2014,"Comedy, Romance",109,USA,English,60.0,196.710396,25.0
Addicted,2014,"Drama, Thriller",106,USA,"Spanish, English",52.0,17.534314000000002,7.0
Before Midnight,2013,"Drama, Romance",109,"USA, Greece","English, Greek, French",79.0,20.994648,98.0
Transcendence,2014,"Action, Drama, Sci-Fi",119,"UK, China, USA",English,63.0,103.03925799999999,19.0
The Bag Man,2014,"Action, Crime, Drama",108,"Bahamas, USA",English,52.0,0.46177999999999997,11.0
Madea's Witness Protection,2012,"Comedy, Crime, Drama",114,USA,English,49.0,66.899242,19.0
Closed Circuit,2013,"Crime, Drama, Mystery",96,"UK, USA",English,62.0,6.331939,43.0
Draft Day,2014,"Drama, Sport",110,USA,English,68.0,29.824199,59.0
Sweetwater,2013,"Thriller, Western",95,USA,English,62.0,0.006147,27.0
Home,2015,"Animation, Adventure, Comedy",94,USA,"English, French",66.0,386.041607,51.0
Lootera,2013,"Drama, Romance",136,India,Hindi,73.0,0.789671,60.0
Insidious: Chapter 2,2013,"Horror, Mystery, Thriller",106,"USA, Canada",English,66.0,161.919318,39.0
Plush,2013,"Drama, Thriller",99,USA,English,53.0,0.028864,33.0
The Mountain Between Us,2017,"Action, Adventure, Drama",112,USA,English,64.0,62.832209,38.0
Don Jon,2013,"Comedy, Drama, Romance",90,USA,English,65.0,39.439355,79.0
Some Velvet Morning,2013,Drama,84,USA,English,58.0,0.0064199999999999995,54.0
Wild Card,2015,"Action, Crime, Drama",92,USA,English,56.0,6.738764000000001,32.0
Rampage,2018,"Action, Adventure, Sci-Fi",107,USA,"English, American Sign Language",61.0,428.028233,51.0
Grave Encounters 2,2012,"Action, Adventure, Fantasy",98,"Canada, USA",English,51.0,1.552486,20.0
Calvary,2014,"Comedy, Drama",102,"Ireland, UK",English,74.0,16.887741,89.0
The Internship,2013,Comedy,119,USA,"English, Tagalog, Cantonese, Mandarin, Spanish",63.0,93.492844,35.0
Dear White People,2014,"Comedy, Drama, Romance",108,USA,English,61.0,4.633961,91.0
The Quiet Ones,2014,"Horror, Mystery, Thriller",98,UK,English,51.0,17.835162,37.0
Nightlight,2015,"Horror, Thriller",85,USA,English,44.0,0.077567,14.0
White Bird in a Blizzard,2014,"Drama, Mystery, Thriller",91,"France, USA",English,64.0,0.469701,54.0
Valerian and the City of a Thousand Planets,2017,"Action, Adventure, Fantasy",136,"France, China, Belgium, Germany, United Arab Emirates, USA, Canada, New Zealand, Singapore, UK, Thailand","English, French",65.0,225.874228,48.0
Think Like a Man Too,2014,"Comedy, Romance",106,USA,English,58.0,70.18142800000001,22.0
Money Monster,2016,"Crime, Drama, Thriller",98,USA,"English, Korean, Icelandic, Russian",65.0,93.282604,59.0
A Haunted House,2013,"Comedy, Fantasy, Horror",86,USA,"English, Spanish",50.0,60.159583999999995,9.0
I Give It a Year,2013,"Comedy, Romance",97,"UK, France, USA",English,57.0,29.128433,51.0
Miss You Already,2015,"Comedy, Drama, Romance",112,UK,English,68.0,7.573997,71.0
Big Hero 6,2014,"Animation, Action, Adventure",102,USA,English,78.0,657.868146,89.0
Spider-Man: Homecoming,2017,"Action, Adventure, Sci-Fi",133,USA,"English, Spanish",74.0,880.1669239999999,92.0
The Book of Life,2014,"Animation, Adventure, Comedy",95,USA,"English, Spanish",73.0,99.783556,82.0
The Good Neighbor,2016,"Crime, Drama, Horror",98,USA,English,63.0,0.090573,29.0
Drinking Buddies,2013,"Comedy, Drama, Romance",90,USA,English,61.0,0.401914,83.0
Kung Fu Panda 3,2016,"Animation, Action, Adventure",95,"China, USA",English,71.0,521.1708249999999,87.0
Gone Girl,2014,"Drama, Mystery, Thriller",149,USA,English,81.0,369.330363,87.0
Magic Mike XXL,2015,"Comedy, Drama, Music",115,USA,English,56.0,117.813057,65.0
Ghost Team One,2013,"Comedy, Horror",84,USA,English,43.0,0.009195,36.0
True Story,2015,"Crime, Drama, Mystery",99,USA,"English, Ibo",63.0,5.261595,45.0
Bad Milo!,2013,"Comedy, Horror",85,USA,English,56.0,0.019613,62.0
Hellboy,2019,"Action, Adventure, Fantasy",120,"USA, UK, Bulgaria, Canada, Portugal, France","English, Spanish, Russian, German",52.0,44.665289,18.0
A Perfect Man,2013,"Drama, Romance",95,USA,English,52.0,0.014147000000000002,20.0
"Berlin, I Love You",2019,"Drama, Romance",120,Germany,"English, German",46.0,0.163908,11.0
Finding Dory,2016,"Animation, Adventure, Comedy",97,USA,"English, Indonesian",73.0,1028.570889,94.0
The Grand Budapest Hotel,2014,"Adventure, Comedy, Crime",99,"Germany, USA","English, French, German",81.0,172.940046,91.0
Love the Coopers,2015,"Comedy, Fantasy, Romance",107,USA,English,58.0,42.426912,18.0
The SpongeBob Movie: Sponge Out of Water,2015,"Animation, Action, Adventure",92,"USA, South Korea, Australia",English,60.0,325.18603199999995,81.0
Contracted,2013,"Drama, Horror, Thriller",84,USA,English,53.0,0.058221,53.0
Muppets Most Wanted,2014,"Adventure, Comedy, Crime",107,USA,"English, German",64.0,80.38311300000001,80.0
The Possession of Michael King,2014,Horror,83,USA,English,57.0,2.405143,32.0
Jumanji: Welcome to the Jungle,2017,"Action, Adventure, Comedy",119,"USA, India, Canada, UK, Australia, Germany",English,69.0,962.1022370000001,76.0
My Friend Dahmer,2017,"Biography, Drama, Horror",107,USA,English,62.0,1.436751,86.0
The Canyons,2013,"Drama, Thriller",99,USA,English,38.0,0.270185,21.0
Minions,2015,"Animation, Adventure, Comedy",91,USA,"English, Spanish",64.0,1159.443129,55.0
22 Jump Street,2014,"Action, Comedy, Crime",112,USA,English,70.0,331.33387600000003,85.0
Frozen,2013,"Animation, Adventure, Comedy",102,USA,"English, Norwegian",74.0,1280.803353,90.0
In a World...,2013,Comedy,93,USA,"English, Russian",67.0,3.114953,92.0
Zero Charisma,2013,"Comedy, Drama",86,USA,English,62.0,0.009417,76.0
Falcon Rising,2014,"Action, Adventure, Crime",103,USA,English,58.0,0.267476,43.0
Concussion,2013,Drama,96,USA,English,57.0,0.078957,75.0
Sherlock Gnomes,2018,"Animation, Adventure, Comedy",86,"UK, USA, India, Canada, France, Belgium","English, Mandarin",52.0,90.49777800000001,27.0
Free the Nipple,2014,"Comedy, Drama",78,USA,English,39.0,0.004198,18.0
Jessabelle,2014,"Drama, Horror, Mystery",90,USA,English,54.0,6.998359000000001,28.0
